0, 1651078521208081, 1651078521208108, 27
1, 1651078521226399, 1651078521226417, 18
2, 1651078521239663, 1651078521239680, 17
3, 1651078521252916, 1651078521252931, 15
4, 1651078521266178, 1651078521266194, 16
5, 1651078521279489, 1651078521279505, 16
6, 1651078521292798, 1651078521292814, 16
7, 1651078521306135, 1651078521306150, 15
8, 1651078521319525, 1651078521319541, 16
9, 1651078521338290, 1651078521338305, 15
10, 1651078521351356, 1651078521351372, 16
11, 1651078521364478, 1651078521364494, 16
12, 1651078521377602, 1651078521377618, 16
13, 1651078521390751, 1651078521390766, 15
14, 1651078521403957, 1651078521403972, 15
15, 1651078521417175, 1651078521417191, 16
16, 1651078521430421, 1651078521430436, 15
17, 1651078521443722, 1651078521443738, 16
18, 1651078521457023, 1651078521457039, 16
19, 1651078521472591, 1651078521472607, 16
20, 1651078521485791, 1651078521485807, 16
21, 1651078521498989, 1651078521499005, 16
22, 1651078521512215, 1651078521512231, 16
23, 1651078521525498, 1651078521525513, 15
24, 1651078521538777, 1651078521538793, 16
25, 1651078521552086, 1651078521552102, 16
26, 1651078521565452, 1651078521565468, 16
27, 1651078521578817, 1651078521578832, 15
28, 1651078521592208, 1651078521592224, 16
29, 1651078521611013, 1651078521611028, 15
30, 1651078521624091, 1651078521624106, 15
31, 1651078521637196, 1651078521637211, 15
32, 1651078521650356, 1651078521650372, 16
33, 1651078521663517, 1651078521663533, 16
34, 1651078521676718, 1651078521676734, 16
35, 1651078521689963, 1651078521689979, 16
36, 1651078521703207, 1651078521703223, 16
37, 1651078521716478, 1651078521716493, 15
38, 1651078521729808, 1651078521729823, 15
39, 1651078521745373, 1651078521745388, 15
40, 1651078521758542, 1651078521758557, 15
41, 1651078521771788, 1651078521771805, 17
42, 1651078521785013, 1651078521785028, 15
43, 1651078521798266, 1651078521798282, 16
44, 1651078521811575, 1651078521811590, 15
45, 1651078521824883, 1651078521824899, 16
46, 1651078521838219, 1651078521838235, 16
47, 1651078521851612, 1651078521851627, 15
48, 1651078521865003, 1651078521865019, 16
49, 1651078521883778, 1651078521883820, 42
50, 1651078521896914, 1651078521896930, 16
51, 1651078521910021, 1651078521910036, 15
52, 1651078521923154, 1651078521923170, 16
53, 1651078521936342, 1651078521936358, 16
54, 1651078521949531, 1651078521949547, 16
55, 1651078521962747, 1651078521962763, 16
56, 1651078521976017, 1651078521976033, 16
57, 1651078521989287, 1651078521989303, 16
58, 1651078522002585, 1651078522002600, 15
59, 1651078522018255, 1651078522018271, 16
60, 1651078522031480, 1651078522031495, 15
61, 1651078522044741, 1651078522044757, 16
62, 1651078522058050, 1651078522058066, 16
63, 1651078522071356, 1651078522071372, 16
64, 1651078522084689, 1651078522084706, 17
65, 1651078522098081, 1651078522098097, 16
66, 1651078522111471, 1651078522111487, 16
67, 1651078522124888, 1651078522124904, 16
68, 1651078522322419, 1651078522322435, 16
69, 1651078522335469, 1651078522335485, 16
70, 1651078522348542, 1651078522348557, 15
71, 1651078522361673, 1651078522361688, 15
72, 1651078522374801, 1651078522374817, 16
73, 1651078522387958, 1651078522387974, 16
74, 1651078522401172, 1651078522401188, 16
75, 1651078522414387, 1651078522414403, 16
76, 1651078522427629, 1651078522427644, 15
77, 1651078522440928, 1651078522440944, 16
78, 1651078522456332, 1651078522456347, 15
79, 1651078522470670, 1651078522470686, 16
80, 1651078522483865, 1651078522483881, 16
81, 1651078522497069, 1651078522497085, 16
82, 1651078522510303, 1651078522510318, 15
83, 1651078522523594, 1651078522523609, 15
84, 1651078522536885, 1651078522536901, 16
85, 1651078522550203, 1651078522550219, 16
86, 1651078522563578, 1651078522563593, 15
87, 1651078522576952, 1651078522576968, 16
88, 1651078522595580, 1651078522595596, 16
89, 1651078522609867, 1651078522609883, 16
90, 1651078522622955, 1651078522622971, 16
91, 1651078522636068, 1651078522636084, 16
92, 1651078522649245, 1651078522649261, 16
93, 1651078522662421, 1651078522662437, 16
94, 1651078522675623, 1651078522675638, 15
95, 1651078522688885, 1651078522688901, 16
96, 1651078522710933, 1651078522710996, 63
97, 1651078522724845, 1651078522724906, 61
98, 1651078522741874, 1651078522741932, 58
99, 1651078522755505, 1651078522755564, 59
100, 1651078522770286, 1651078522770344, 58
101, 1651078522783991, 1651078522784072, 81
102, 1651078522802075, 1651078522802132, 57
103, 1651078522815693, 1651078522815751, 58
104, 1651078522830388, 1651078522830444, 56
105, 1651078522844110, 1651078522844168, 58
106, 1651078522858910, 1651078522858967, 57
107, 1651078522872761, 1651078522872818, 57
108, 1651078522889691, 1651078522889747, 56
109, 1651078522903242, 1651078522903298, 56
110, 1651078522917958, 1651078522918014, 56
111, 1651078522931611, 1651078522931668, 57
112, 1651078522946456, 1651078522946473, 17
113, 1651078522960245, 1651078522960304, 59
114, 1651078522975196, 1651078522975252, 56
115, 1651078522989085, 1651078522989142, 57
116, 1651078523007097, 1651078523007153, 56
117, 1651078523020904, 1651078523020962, 58
118, 1651078523037741, 1651078523037757, 16
119, 1651078523051278, 1651078523051335, 57
120, 1651078523065903, 1651078523065919, 16
121, 1651078523079539, 1651078523079596, 57
122, 1651078523094292, 1651078523094307, 15
123, 1651078523108026, 1651078523108083, 57
124, 1651078523122858, 1651078523122873, 15
125, 1651078523136712, 1651078523136768, 56
126, 1651078523151676, 1651078523151732, 56
127, 1651078523165578, 1651078523165635, 57
128, 1651078523182703, 1651078523182718, 15
129, 1651078523199484, 1651078523199541, 57
130, 1651078523213998, 1651078523214013, 15
131, 1651078523227574, 1651078523227630, 56
132, 1651078523242193, 1651078523242208, 15
133, 1651078523255914, 1651078523255972, 58
134, 1651078523270656, 1651078523270671, 15
135, 1651078523284477, 1651078523284494, 17
136, 1651078523298322, 1651078523298338, 16
137, 1651078523312212, 1651078523312228, 16
138, 1651078523328175, 1651078523328191, 16
139, 1651078523341785, 1651078523341801, 16
140, 1651078523355441, 1651078523355456, 15
141, 1651078523369168, 1651078523369183, 15
142, 1651078523382918, 1651078523382933, 15
143, 1651078523396713, 1651078523396728, 15
144, 1651078523410583, 1651078523410598, 15
145, 1651078523430270, 1651078523430286, 16
146, 1651078523442960, 1651078523442976, 16
147, 1651078523455691, 1651078523455707, 16
148, 1651078523468414, 1651078523468429, 15
149, 1651078523481160, 1651078523481175, 15
150, 1651078523496027, 1651078523496043, 16
151, 1651078523509821, 1651078523509836, 15
152, 1651078523522460, 1651078523522496, 36
153, 1651078523535118, 1651078523535134, 16
154, 1651078523547766, 1651078523547781, 15
155, 1651078523560433, 1651078523560448, 15
156, 1651078523573160, 1651078523573176, 16
157, 1651078523585868, 1651078523585884, 16
158, 1651078523598592, 1651078523598607, 15
159, 1651078523611362, 1651078523611377, 15
160, 1651078523624122, 1651078523624137, 15
161, 1651078523636928, 1651078523636943, 15
162, 1651078523649726, 1651078523649741, 15
163, 1651078523662540, 1651078523662556, 16
164, 1651078523678512, 1651078523678527, 15
165, 1651078523691209, 1651078523691225, 16
166, 1651078523703924, 1651078523703939, 15
167, 1651078523716626, 1651078523716642, 16
168, 1651078523729349, 1651078523729364, 15
169, 1651078523742092, 1651078523742108, 16
170, 1651078523756986, 1651078523757000, 14
171, 1651078523770777, 1651078523770793, 16
172, 1651078523783387, 1651078523783402, 15
173, 1651078523796015, 1651078523796031, 16
174, 1651078523808690, 1651078523808705, 15
175, 1651078523821356, 1651078523821371, 15
